bid_id,project_id,freelancer_id,bid_amount,bid_date,bid_status
442,3125,1948,2522.42,2025-12-24,Pending
443,2979,2717,421.88,2025-02-28,Pending
444,3216,1019,1389.11,2025-10-28,Accepted
445,4755,2118,825.65,2025-03-01,Accepted
446,1228,2593,1227.51,2026-03-12,Pending
447,1496,100,1096.64,2024-08-15,Pending
448,1567,2938,422.06,2025-12-17,Pending
449,4092,1052,451.78,2025-01-29,Rejected
450,1871,44,2329.05,2026-03-03,Accepted
451,807,102,1285.99,2026-01-30,Pending
452,816,354,1000.12,2025-03-09,Rejected
453,2884,1451,2033.62,2025-10-17,Accepted
454,2538,1588,1170.58,2025-05-14,Rejected
455,80,2444,1094.97,2026-01-01,Accepted
456,5310,2834,283.01,2024-11-10,Pending
457,4154,58,2505.39,2026-01-11,Rejected
458,2306,2625,1265.12,2024-11-11,Rejected
459,4583,2112,180.88,2025-02-15,Accepted
460,5767,2817,2516.16,2024-06-14,Pending
461,3316,817,669.06,2024-09-23,Pending
462,2211,1147,1302.42,2025-04-13,Accepted
463,4522,828,2435.37,2025-08-30,Accepted
464,4622,1499,1093.25,2026-01-18,Pending
465,5101,1092,1698.39,2024-11-15,Accepted
466,4407,816,1113.98,2024-12-23,Pending
467,5879,2005,1452.99,2025-12-01,Accepted
468,2953,883,1379.13,2025-11-25,Accepted
469,2964,1966,1579.37,2025-09-03,Pending
470,3578,1450,161.76,2024-12-19,Rejected
471,3398,1582,1650.54,2024-07-02,Rejected
472,1485,2722,2321.15,2025-03-04,Accepted
473,504,1312,206.04,2024-07-28,Pending
474,1592,1123,152.43,2025-08-07,Pending
475,8,2965,633.02,2024-08-18,Accepted
476,5297,494,2433.54,2025-11-25,Pending
477,1041,773,599.70,2025-05-26,Pending
478,2794,1668,298.37,2025-12-02,Accepted
479,1990,2746,402.58,2026-02-02,Rejected
480,2792,2699,333.78,2025-03-06,Accepted
481,1683,379,339.92,2024-07-06,Pending
482,4508,1589,2231.20,2024-10-31,Pending
483,3739,1736,1849.87,2024-06-03,Rejected
484,2092,2555,2021.02,2025-10-25,Rejected
485,1661,343,272.40,2025-07-10,Rejected
486,1078,2665,1068.35,2024-10-26,Rejected
487,5798,1351,2321.67,2026-02-05,Rejected
488,1173,398,1075.71,2024-12-14,Accepted
489,2080,2294,1116.22,2024-08-22,Accepted
490,2560,1159,1611.20,2025-06-25,Rejected
491,5046,638,1649.09,2024-11-03,Accepted
492,1035,382,348.16,2025-05-17,Pending
493,78,1354,1686.32,2026-02-23,Pending
494,4372,986,1170.10,2025-01-01,Accepted
495,2331,678,2531.49,2024-07-04,Rejected
496,2566,770,1121.05,2025-08-25,Rejected
497,5943,1313,2356.19,2024-08-03,Accepted
498,5957,1815,2499.02,2025-04-21,Pending
499,1013,1825,636.73,2025-04-09,Accepted
500,3599,183,1393.17,2024-08-18,Accepted
501,4328,1237,660.57,2024-07-17,Rejected
502,4835,647,2132.82,2026-03-08,Pending
503,1222,757,1233.21,2026-01-28,Rejected
504,4044,537,1389.80,2025-09-20,Rejected
505,3370,2474,1083.57,2025-09-14,Pending
506,3291,2382,1355.37,2025-12-28,Pending
507,5189,2395,1987.33,2024-11-16,Accepted
508,5017,950,116.44,2024-06-21,Accepted
509,5848,1489,1375.23,2026-01-28,Rejected
510,2752,308,1167.34,2024-07-08,Accepted
511,1986,42,1248.95,2025-07-30,Rejected
512,1096,1714,2479.94,2025-05-20,Pending
513,5968,2463,2511.99,2025-09-26,Accepted
514,1443,982,2168.28,2024-10-19,Accepted
515,4740,2890,2353.89,2024-09-07,Accepted
516,5350,909,390.72,2024-10-03,Pending
517,344,2667,2506.52,2026-01-07,Rejected
518,1314,1461,1767.33,2025-07-21,Pending
519,188,1934,1108.79,2024-09-05,Pending
520,2995,519,548.48,2025-02-09,Pending
521,2199,330,804.72,2025-05-26,Accepted
522,5510,192,1547.30,2024-08-12,Rejected
523,2175,626,2039.37,2026-02-16,Accepted
524,219,1090,2405.79,2024-10-05,Rejected
525,5998,495,1254.25,2024-07-06,Pending
526,3311,2438,1540.29,2025-01-20,Rejected
527,2347,769,2324.54,2025-07-21,Accepted
528,2888,262,844.60,2025-07-27,Rejected
529,2856,1254,1159.73,2025-08-13,Accepted
530,3391,2900,676.37,2024-11-17,Accepted
531,5345,2849,157.22,2026-01-25,Rejected
532,5285,1395,1825.52,2025-06-30,Pending
533,3870,964,187.37,2024-12-14,Rejected
534,3872,2890,1037.79,2025-04-16,Pending
535,5242,202,790.42,2025-11-04,Accepted
536,1506,2818,2052.96,2025-02-10,Rejected
537,4832,1535,928.44,2024-09-12,Rejected
538,235,1064,2219.65,2026-01-20,Accepted
539,3208,1029,1233.97,2024-08-18,Rejected
540,300,2171,1184.84,2025-12-15,Accepted
541,3092,452,2432.92,2024-11-21,Pending
542,1038,2216,870.14,2025-10-24,Pending
543,3651,487,2421.90,2025-09-03,Accepted
544,1286,1648,731.67,2024-12-03,Pending
545,4280,2439,438.41,2024-11-21,Pending
546,5476,1265,2272.69,2025-06-18,Accepted
547,4594,372,1313.06,2025-03-29,Rejected
548,1684,2660,1480.05,2024-10-07,Accepted
549,612,806,1380.37,2024-10-07,Accepted
550,1939,269,2180.98,2025-02-05,Pending
551,5487,75,618.00,2024-06-13,Rejected
552,4811,2974,1219.54,2024-09-26,Rejected
553,2434,290,1879.42,2025-12-22,Accepted
554,1883,1948,642.98,2025-09-22,Accepted
555,3710,912,2506.97,2025-01-04,Accepted
556,3293,951,126.68,2024-08-29,Accepted
557,392,455,1585.21,2025-11-28,Rejected
558,5113,127,768.06,2025-10-19,Accepted
559,5727,2686,2371.59,2025-06-09,Accepted
560,4133,2254,769.98,2024-10-29,Rejected
561,4165,2054,489.08,2025-09-05,Rejected
562,2767,2114,226.98,2024-09-09,Rejected
563,841,267,969.10,2025-01-19,Pending
564,1648,1311,1111.04,2024-09-27,Pending
565,4660,2946,1466.84,2025-02-13,Pending
566,2417,2278,850.62,2024-06-11,Accepted
567,5461,2821,2217.52,2025-10-31,Rejected
568,1338,1517,2240.08,2025-01-08,Pending
569,4189,1539,2064.58,2024-06-20,Accepted
570,4608,1895,2410.62,2024-08-02,Rejected
571,460,73,165.17,2024-06-16,Pending
572,4320,205,1855.98,2025-12-15,Rejected
573,1351,2745,1312.49,2025-11-21,Pending
574,4380,1408,1843.90,2025-09-28,Pending
575,692,154,403.84,2026-02-22,Rejected
576,4929,1693,1752.42,2025-09-28,Accepted
577,5048,472,1707.22,2025-07-15,Rejected
578,5859,1920,485.28,2025-07-18,Rejected
579,1623,2620,2545.62,2024-07-24,Pending
580,4226,2874,1057.04,2024-06-29,Accepted
581,2657,1587,1802.11,2025-09-22,Rejected
582,4761,367,1141.58,2025-09-08,Rejected
583,4562,1089,1997.49,2025-03-21,Accepted
584,103,1642,2522.06,2025-12-09,Rejected
